,n,const,sum,prod,polin,polin_horn,bub_sort,quick_sort,timsort
149,150,0.0,0.0,0.0,0.00039811134338378905,0.0,0.0008002758026123047,0.0012002944946289062,0.0008001327514648438
150,151,0.0,0.0,0.0,0.0006001472473144531,0.0,0.000601959228515625,0.0014002799987792968,0.000800180435180664
151,152,0.0,0.0,0.0,0.0004001617431640625,0.00020008087158203126,0.0006001472473144531,0.0016003131866455078,0.0008022308349609375
152,153,0.0,0.0,0.0,0.0005979537963867188,0.0,0.0006002902984619141,0.0016004085540771485,0.0007999420166015625
153,154,0.0,0.0,0.0,0.0004002571105957031,0.0,0.0008001327514648438,0.0014010906219482423,0.0007993221282958984
154,155,0.0,0.0,0.0,0.0006000995635986328,0.0,0.0006004810333251953,0.0013999462127685547,0.000800323486328125
155,156,0.0,0.0,0.00020017623901367188,0.0004001140594482422,0.0,0.0008001327514648438,0.0014002799987792968,0.0006000995635986328
156,157,0.0,0.0,0.00020494461059570313,0.0003971099853515625,0.0,0.000798177719116211,0.0014002323150634766,0.000800466537475586
157,158,0.0,0.0,0.0,0.0006019115447998047,0.0,0.000598287582397461,0.0016006946563720704,0.0005998611450195312
158,159,0.0,0.0,0.0001998424530029297,0.0004002571105957031,0.0,0.0008003711700439453,0.0016021251678466797,0.0008000373840332031
159,160,0.0,0.0,0.0,0.0004001140594482422,0.00019817352294921876,0.000602102279663086,0.0016003131866455078,0.0008001327514648438
160,161,0.0,0.0,0.0,0.0004000663757324219,0.0,0.0008002281188964844,0.0015984535217285155,0.0008022308349609375
161,162,0.0,0.0,0.0,0.0006000041961669922,0.0,0.000800180435180664,0.0013984203338623046,0.0006001472473144531
162,163,0.0,0.00020003318786621094,0.0,0.0004000663757324219,0.0,0.0008001327514648438,0.0016004085540771485,0.0008002281188964844
163,164,0.0,0.0,0.0,0.0004000663757324219,0.00020008087158203126,0.00059814453125,0.0016003131866455078,0.0008021831512451172
164,165,0.0,0.00020003318786621094,0.0,0.0004000663757324219,0.0,0.0010002613067626952,0.001600360870361328,0.0008001327514648438
165,166,0.0,0.0,0.0,0.000598287582397461,0.0,0.0008021354675292969,0.001600360870361328,0.000798177719116211
166,167,0.0,0.0,0.0,0.00039997100830078123,0.0,0.0008002758026123047,0.0018004417419433595,0.0008000850677490235
167,168,0.0,0.0,0.0,0.0004004001617431641,0.0,0.0008222579956054688,0.0018004894256591797,0.0007999897003173828
168,169,0.0,0.0,0.0,0.0005758285522460937,0.0,0.0008022308349609375,0.001600360870361328,0.0009999275207519531
169,170,0.0,0.0,0.0,0.00040035247802734376,0.0002147197723388672,0.0007834911346435546,0.001800537109375,0.0008190631866455078
170,171,0.0,0.0,0.0,0.0005811691284179687,0.0,0.0008002281188964844,0.0018004417419433595,0.0008002281188964844
171,172,0.0,0.0,0.0,0.00039987564086914064,0.00020008087158203126,0.0008002281188964844,0.0016002178192138672,0.0008000850677490235
172,173,0.0,0.0,0.00019993782043457032,0.0004002094268798828,0.0,0.0008001327514648438,0.001800394058227539,0.0008002281188964844
173,174,0.0,0.0,0.0,0.0006000995635986328,0.0,0.0008002758026123047,0.002200412750244141,0.0010003089904785157
174,175,0.0,0.0,0.0,0.0006000995635986328,0.0,0.0010002613067626952,0.0020003318786621094,0.001000213623046875
175,176,0.0,0.0,0.0,0.0006000995635986328,0.0,0.001000356674194336,0.0018002986907958984,0.001000356674194336
176,177,0.0,0.0,0.0,0.0006000995635986328,0.0,0.0008001327514648438,0.0018005847930908203,0.0010000705718994141
177,178,0.0,0.0,0.0,0.0006000995635986328,0.0,0.0008000850677490235,0.0020004749298095704,0.0008000850677490235
178,179,0.0,0.0,0.0,0.0004001140594482422,0.00020003318786621094,0.0008002281188964844,0.00200042724609375,0.000800323486328125
179,180,0.00020012855529785156,0.0,0.0,0.00040001869201660155,0.00020003318786621094,0.0008000373840332031,0.0018003463745117187,0.0010002613067626952
180,181,0.0,0.0,0.0,0.0006001949310302735,0.0,0.0010003089904785157,0.0020009994506835936,0.0011995792388916015
181,182,0.0,0.0,0.000202178955078125,0.00039806365966796873,0.00020012855529785156,0.0008002281188964844,0.0020001888275146484,0.0010004520416259765
182,183,0.0,0.0,0.0,0.0006003379821777344,0.0,0.0009999752044677734,0.0020005226135253905,0.0008002281188964844
183,184,0.0,0.0,0.0,0.00039992332458496096,0.0,0.0008000373840332031,0.0022006988525390624,0.0007999897003173828
184,185,0.0,0.00020008087158203126,0.0,0.0004001140594482422,0.00020012855529785156,0.0008000850677490235,0.0020004749298095704,0.0008000850677490235
185,186,0.0,0.0,0.0,0.00040001869201660155,0.00020003318786621094,0.0009999752044677734,0.0020006179809570314,0.0010001182556152344
186,187,0.0,0.0,0.0,0.000800180435180664,0.0,0.001000356674194336,0.00200042724609375,0.001000213623046875
187,188,0.0,0.0,0.0,0.0006001472473144531,0.0,0.0010002613067626952,0.002000284194946289,0.000800323486328125
188,189,0.0,0.0,0.00019993782043457032,0.0004000663757324219,0.00020203590393066406,0.0008001327514648438,0.002198648452758789,0.0010004520416259765
189,190,0.0,0.0,0.0,0.000601816177368164,0.0,0.000998210906982422,0.002200603485107422,0.0010000228881835937
190,191,0.0,0.0,0.0,0.0006000995635986328,0.0,0.001000356674194336,0.0022003173828125,0.0010004520416259765
191,192,0.0,0.0,0.0,0.0006000041961669922,0.0002002716064453125,0.0009999752044677734,0.002200603485107422,0.0010001182556152344
192,193,0.0,0.0,0.0,0.0006001472473144531,0.0,0.0010003089904785157,0.0022005081176757813,0.0010004520416259765
193,194,0.0,0.0,0.0,0.0006000518798828125,0.0,0.0012001991271972656,0.002000570297241211,0.001200723648071289
194,195,0.0,0.0,0.0,0.0006000041961669922,0.0,0.0011999130249023438,0.0022003173828125,0.001000356674194336
195,196,0.0,0.0,0.0,0.0006001472473144531,0.0,0.0010001659393310547,0.002400493621826172,0.0010005950927734375
196,197,0.0,0.0,0.0,0.0006002426147460937,0.0,0.0011999130249023438,0.0022006988525390624,0.0010019302368164062
197,198,0.0,0.0,0.0,0.000602102279663086,0.0,0.000998544692993164,0.0022005558013916014,0.0010004043579101562
198,199,0.0,0.00019974708557128905,0.0,0.0006002426147460937,0.0,0.0012001514434814454,0.002200460433959961,0.0012002944946289062
199,200,0.0,0.0,0.0,0.0006003379821777344,0.0,0.0012004375457763672,0.002400493621826172,0.0010019302368164062
200,201,0.0,0.0,0.0,0.0007982730865478515,0.0,0.0012002944946289062,0.002200603485107422,0.0010002613067626952
201,202,0.0,0.0,0.0,0.0006001472473144531,0.0,0.0012022018432617187,0.002400493621826172,0.0010002613067626952
202,203,0.0,0.00019998550415039061,0.0,0.0006000995635986328,0.0,0.0011982917785644531,0.002402591705322266,0.0011981964111328126
203,204,0.0,0.0,0.0,0.0006010532379150391,0.0,0.0010000228881835937,0.0026009082794189453,0.0012001991271972656
204,205,0.0,0.0,0.0,0.0008000850677490235,0.0,0.001200246810913086,0.003200817108154297,0.001200103759765625
205,206,0.0,0.0,0.0,0.0010005474090576173,0.0,0.0012001514434814454,0.003000688552856445,0.0012001514434814454
206,207,0.0,0.0,0.0,0.0006002902984619141,0.0,0.0014002799987792968,0.0024003982543945312,0.001200246810913086
207,208,0.0,0.0,0.0,0.0006001472473144531,0.0,0.0014004707336425781,0.004001092910766601,0.0011999130249023438
208,209,0.0,0.0,0.0,0.0006002902984619141,0.0,0.0012001514434814454,0.0026026248931884767,0.0009983539581298827
209,210,0.0,0.00020003318786621094,0.0,0.000602102279663086,0.0,0.001198148727416992,0.002602672576904297,0.0009984493255615235
210,211,0.0,0.0,0.0,0.0005998611450195312,0.0,0.0012023448944091797,0.002598428726196289,0.0010002613067626952
211,212,0.0,0.0,0.0,0.0006001949310302735,0.0,0.0014002799987792968,0.0026007175445556642,0.001200246810913086
212,213,0.0,0.0,0.0,0.0008000373840332031,0.0,0.0012035369873046875,0.002797508239746094,0.001400327682495117
213,214,0.0,0.0,0.0,0.0006001472473144531,0.0,0.001400327682495117,0.002800655364990234,0.001200389862060547
214,215,0.0,0.0,0.0,0.0007998943328857422,0.00020003318786621094,0.0014003753662109376,0.002800607681274414,0.0012004375457763672
215,216,0.0,0.0,0.0,0.0006001949310302735,0.0,0.0012001514434814454,0.002800607681274414,0.001400327682495117
216,217,0.0,0.0,0.0,0.0006000518798828125,0.0,0.0014003753662109376,0.0028005599975585937,0.0012003421783447266
